13,808,984ms ID:000F7E49 Pr:00000000             0 +         5,904 C6A345E96080AA31A5E82820D5FC4F79          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Textures\btn-command-returncargo.dds"
13,877,078ms ID:000F7ED2 Pr:01040000             0 +       951,093 B8AE4E3E39B10FFE66A186C42170E435          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC02_Music_Cue03.ogg"
13,877,078ms ID:000F7ED3 Pr:01040000             0 +     3,401,265 D836E1E563901CED2A6D82E4A6834B30          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue10.ogg"
13,877,078ms ID:000F7ED4 Pr:01040000             0 +     3,526,569 DE119716F435E76BF83E587DDB407F7F          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue03.ogg"
13,877,078ms ID:000F7ED5 Pr:01040000             0 +     1,048,450 72AE9247065CBEC9F1918AD747B0F4EF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part03.ogg"
13,877,078ms ID:000F7ECE Pr:01040000             0 +     1,109,881 27A745C041EB8A00A555A5B3AD4F84FA          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P16Part01.ogg"
13,877,078ms ID:000F7ECF Pr:01040000             0 +     1,984,166 F898039246B63F3DE5DFC5338AE60437          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Remix.ogg"
13,877,078ms ID:000F7ED0 Pr:01040000             0 +     1,432,484 117A25EC5880AA0C02A52EB7F6BF2351          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Prologue_UI.ogg"
13,877,078ms ID:000F7ED1 Pr:01040000             0 +     2,421,141 2F702ACA3F19B573CF8EC2679E6CBA71          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue02.ogg"
13,877,078ms ID:000F7ED2 Pr:01040000             0 +       951,093 B8AE4E3E39B10FFE66A186C42170E435          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC02_Music_Cue03.ogg"
13,877,078ms ID:000F7ED3 Pr:01040000             0 +     3,401,265 D836E1E563901CED2A6D82E4A6834B30          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue10.ogg"
13,877,078ms ID:000F7ED4 Pr:01040000             0 +     3,526,569 DE119716F435E76BF83E587DDB407F7F          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue03.ogg"
13,877,078ms ID:000F7ED5 Pr:01040000             0 +     1,048,450 72AE9247065CBEC9F1918AD747B0F4EF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part03.ogg"
13,877,078ms ID:000F7ECE Pr:01040000             0 +     1,109,881 27A745C041EB8A00A555A5B3AD4F84FA          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P16Part01.ogg"
13,877,078ms ID:000F7ECF Pr:01040000             0 +     1,984,166 F898039246B63F3DE5DFC5338AE60437          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Remix.ogg"
13,877,078ms ID:000F7ED0 Pr:01040000             0 +     1,432,484 117A25EC5880AA0C02A52EB7F6BF2351          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Prologue_UI.ogg"
13,877,078ms ID:000F7ED1 Pr:01040000             0 +     2,421,141 2F702ACA3F19B573CF8EC2679E6CBA71          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue02.ogg"
13,877,078ms ID:000F7ED2 Pr:01040000             0 +       951,093 B8AE4E3E39B10FFE66A186C42170E435          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC02_Music_Cue03.ogg"
13,877,078ms ID:000F7ED3 Pr:01040000             0 +     3,401,265 D836E1E563901CED2A6D82E4A6834B30          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue10.ogg"
13,877,078ms ID:000F7ED4 Pr:01040000             0 +     3,526,569 DE119716F435E76BF83E587DDB407F7F          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue03.ogg"
13,877,078ms ID:000F7ED5 Pr:01040000             0 +     1,048,450 72AE9247065CBEC9F1918AD747B0F4EF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part03.ogg"
13,877,078ms ID:000F7ED6 Pr:01040000             0 +     1,499,376 522699A30D0176A48DD4FEA2FF5916BB          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_1_FULL.ogg"
13,877,078ms ID:000F7ED7 Pr:01040000             0 +     2,920,738 0E08595B659792BFF50998C3A2674C5D          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_2_FULL.ogg"
13,877,078ms ID:000F7ED8 Pr:01040000             0 +     1,427,109 1ED71D52DBB0E398AA0E5EB99205B5E4          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_3_FULL.ogg"
13,877,078ms ID:000F7ED9 Pr:01040000             0 +       712,933 4E6C526A21324E87BE126B44167CF8EF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity D.ogg"
13,877,078ms ID:000F7EDA Pr:01040000             0 +       392,385 CAC510B854CA29F2D90AD81817123D6E          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity F.ogg"
13,877,078ms ID:000F7EDB Pr:01040000             0 +       442,187 D9729F54EE75F11F6F47EEE1CCBC18DF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicCutscene19_KerriganSavesRaynor.ogg"
13,877,078ms ID:000F7EDC Pr:01040000             0 +       792,369 51EA2CA8DD61D23A1DE42CDE3D72E8CD          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicEvent03_MissionIntro.ogg"
13,877,078ms ID:000F7EDD Pr:01040000             0 +       997,360 E62D5A55AE063852227B04AF9D61A7EF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\zSM_ProtossPrisoner_Before_Exp02.ogg"
13,877,078ms ID:000F7ED6 Pr:01040000             0 +     1,499,376 522699A30D0176A48DD4FEA2FF5916BB          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_1_FULL.ogg"
13,877,078ms ID:000F7ED7 Pr:01040000             0 +     2,920,738 0E08595B659792BFF50998C3A2674C5D          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_2_FULL.ogg"
13,877,078ms ID:000F7ED8 Pr:01040000             0 +     1,427,109 1ED71D52DBB0E398AA0E5EB99205B5E4          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_3_FULL.ogg"
13,877,078ms ID:000F7ED9 Pr:01040000             0 +       712,933 4E6C526A21324E87BE126B44167CF8EF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity D.ogg"
13,877,078ms ID:000F7EDA Pr:01040000             0 +       392,385 CAC510B854CA29F2D90AD81817123D6E          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity F.ogg"
13,877,078ms ID:000F7EDB Pr:01040000             0 +       442,187 D9729F54EE75F11F6F47EEE1CCBC18DF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicCutscene19_KerriganSavesRaynor.ogg"
13,877,078ms ID:000F7EDC Pr:01040000             0 +       792,369 51EA2CA8DD61D23A1DE42CDE3D72E8CD          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicEvent03_MissionIntro.ogg"
13,877,078ms ID:000F7EDD Pr:01040000             0 +       997,360 E62D5A55AE063852227B04AF9D61A7EF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\zSM_ProtossPrisoner_Before_Exp02.ogg"
13,877,078ms ID:000F7ED6 Pr:01040000             0 +     1,499,376 522699A30D0176A48DD4FEA2FF5916BB          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_1_FULL.ogg"
13,877,078ms ID:000F7ED7 Pr:01040000             0 +     2,920,738 0E08595B659792BFF50998C3A2674C5D          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_2_FULL.ogg"
13,877,078ms ID:000F7ED8 Pr:01040000             0 +     1,427,109 1ED71D52DBB0E398AA0E5EB99205B5E4          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_3_FULL.ogg"
13,877,078ms ID:000F7ED9 Pr:01040000             0 +       712,933 4E6C526A21324E87BE126B44167CF8EF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity D.ogg"
13,877,078ms ID:000F7EDA Pr:01040000             0 +       392,385 CAC510B854CA29F2D90AD81817123D6E          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity F.ogg"
13,877,078ms ID:000F7EDB Pr:01040000             0 +       442,187 D9729F54EE75F11F6F47EEE1CCBC18DF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicCutscene19_KerriganSavesRaynor.ogg"
13,877,078ms ID:000F7EDC Pr:01040000             0 +       792,369 51EA2CA8DD61D23A1DE42CDE3D72E8CD          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicEvent03_MissionIntro.ogg"
13,877,078ms ID:000F7EDD Pr:01040000             0 +       997,360 E62D5A55AE063852227B04AF9D61A7EF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\zSM_ProtossPrisoner_Before_Exp02.ogg"
13,877,078ms ID:000F7EDE Pr:01040000             0 +     1,059,598 B4995B96FB8125EFB72341F9C417397D          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\TValerian03MusicIntro.ogg"
13,877,078ms ID:000F7EDF Pr:01040000             0 +     5,990,403 30267EE72BF42B190B5766ABB70EFFBC          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss2.ogg"
13,877,078ms ID:000F7EE0 Pr:01040000             0 +     5,072,858 BF490DA2888E4279332600CCA61D13D3          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss4.ogg"
13,877,078ms ID:000F7EDE Pr:01040000             0 +     1,059,598 B4995B96FB8125EFB72341F9C417397D          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\TValerian03MusicIntro.ogg"
13,877,078ms ID:000F7EDF Pr:01040000             0 +     5,990,403 30267EE72BF42B190B5766ABB70EFFBC          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss2.ogg"
13,877,078ms ID:000F7EE0 Pr:01040000             0 +     5,072,858 BF490DA2888E4279332600CCA61D13D3          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss4.ogg"
13,877,078ms ID:000F7EDE Pr:01040000             0 +     1,059,598 B4995B96FB8125EFB72341F9C417397D          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\TValerian03MusicIntro.ogg"
13,877,078ms ID:000F7EDF Pr:01040000             0 +     5,990,403 30267EE72BF42B190B5766ABB70EFFBC          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss2.ogg"
13,877,078ms ID:000F7EE0 Pr:01040000             0 +     5,072,858 BF490DA2888E4279332600CCA61D13D3          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss4.ogg"
13,877,078ms ID:000F7EE1 Pr:01040000             0 +     5,446,415 794C89827B3E2086E86008407090F82C          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran3.ogg"
13,877,078ms ID:000F7EE2 Pr:01040000             0 +     4,659,212 2C90258F34292B05674C8E6B7F9132AE          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran4.ogg"
13,877,078ms ID:000F7EE1 Pr:01040000             0 +     5,446,415 794C89827B3E2086E86008407090F82C          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran3.ogg"
13,877,078ms ID:000F7EE2 Pr:01040000             0 +     4,659,212 2C90258F34292B05674C8E6B7F9132AE          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran4.ogg"
13,877,078ms ID:000F7EE1 Pr:01040000             0 +     5,446,415 794C89827B3E2086E86008407090F82C          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran3.ogg"
13,877,078ms ID:000F7EE2 Pr:01040000             0 +     4,659,212 2C90258F34292B05674C8E6B7F9132AE          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran4.ogg"
13,895,718ms ID:000F7EE3 Pr:01040000             0 +     1,084,169 B373788B6C0BB25793C1E1368220983C          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Ambience_IceWorld_00.ogg"
13,895,718ms ID:000F7EE4 Pr:01040000             0 +     5,195,821 60D4E3BD50939822261FEF18316BCB1C          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-01.ogg"
13,895,718ms ID:000F7EE5 Pr:01040000             0 +     3,907,267 EF4A95EB55184A104FA5C4F2EF85B0CF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-02.ogg"
13,895,718ms ID:000F7EE6 Pr:01040000             0 +     4,616,250 29306C457ABA0F6B0AF17DB605C411CD          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-03.ogg"
13,895,718ms ID:000F7EE7 Pr:01040000             0 +     3,527,954 132C02A0D7759E1D5B39F48C48F3B3DD          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-04.ogg"
13,895,718ms ID:000F7EE8 Pr:01040000             0 +     3,880,373 6D0BDEEDD166B4397E3DC0A47144AD1D          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-05.ogg"
13,895,718ms ID:000F7EE3 Pr:01040000             0 +     1,084,169 B373788B6C0BB25793C1E1368220983C          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Ambience_IceWorld_00.ogg"
13,895,718ms ID:000F7EE4 Pr:01040000             0 +     5,195,821 60D4E3BD50939822261FEF18316BCB1C          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-01.ogg"
13,895,718ms ID:000F7EE5 Pr:01040000             0 +     3,907,267 EF4A95EB55184A104FA5C4F2EF85B0CF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-02.ogg"
13,895,718ms ID:000F7EE6 Pr:01040000             0 +     4,616,250 29306C457ABA0F6B0AF17DB605C411CD          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-03.ogg"
13,895,718ms ID:000F7EE7 Pr:01040000             0 +     3,527,954 132C02A0D7759E1D5B39F48C48F3B3DD          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-04.ogg"
13,895,718ms ID:000F7EE8 Pr:01040000             0 +     3,880,373 6D0BDEEDD166B4397E3DC0A47144AD1D          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-05.ogg"
13,895,718ms ID:000F7EE3 Pr:01040000             0 +     1,084,169 B373788B6C0BB25793C1E1368220983C          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Ambience_IceWorld_00.ogg"
13,895,718ms ID:000F7EE4 Pr:01040000             0 +     5,195,821 60D4E3BD50939822261FEF18316BCB1C          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-01.ogg"
13,895,718ms ID:000F7EE5 Pr:01040000             0 +     3,907,267 EF4A95EB55184A104FA5C4F2EF85B0CF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-02.ogg"
13,895,718ms ID:000F7EE6 Pr:01040000             0 +     4,616,250 29306C457ABA0F6B0AF17DB605C411CD          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-03.ogg"
13,895,718ms ID:000F7EE7 Pr:01040000             0 +     3,527,954 132C02A0D7759E1D5B39F48C48F3B3DD          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-04.ogg"
13,895,718ms ID:000F7EE8 Pr:01040000             0 +     3,880,373 6D0BDEEDD166B4397E3DC0A47144AD1D          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-05.ogg"
13,895,718ms ID:000F7EE9 Pr:01040000             0 +     1,393,932 8897B1343D1C177126AA458785E36128          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_LowTensionInspriational_Full.ogg"
13,895,718ms ID:000F7EE9 Pr:01040000             0 +     1,393,932 8897B1343D1C177126AA458785E36128          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_LowTensionInspriational_Full.ogg"
13,895,718ms ID:000F7EE9 Pr:01040000             0 +     1,393,932 8897B1343D1C177126AA458785E36128          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_LowTensionInspriational_Full.ogg"
13,895,718ms ID:000F7EEA Pr:01040000             0 +     1,861,871 20D106E504E470430C83F15E033C342F          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_RhythmicTensionFull.ogg"
13,895,718ms ID:000F7EEA Pr:01040000             0 +     1,861,871 20D106E504E470430C83F15E033C342F          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_RhythmicTensionFull.ogg"
13,895,718ms ID:000F7EEA Pr:01040000             0 +     1,861,871 20D106E504E470430C83F15E033C342F          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_RhythmicTensionFull.ogg"
13,895,718ms ID:000F7EEB Pr:01040000             0 +     1,157,276 7B7AAC075FBCEE7E27FB34FCCEAEA92F          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_DangerAlertClusters&Gongs.ogg"
13,895,718ms ID:000F7EEB Pr:01040000             0 +     1,157,276 7B7AAC075FBCEE7E27FB34FCCEAEA92F          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_DangerAlertClusters&Gongs.ogg"
13,895,718ms ID:000F7EEB Pr:01040000             0 +     1,157,276 7B7AAC075FBCEE7E27FB34FCCEAEA92F          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_DangerAlertClusters&Gongs.ogg"
13,895,718ms ID:000F7EEC Pr:01040000             0 +     1,111,519 F82D4AE926C67D163135204B3B3CBD7A          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_AmbientTension_Full.ogg"
13,895,718ms ID:000F7EEC Pr:01040000             0 +     1,111,519 F82D4AE926C67D163135204B3B3CBD7A          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_AmbientTension_Full.ogg"
13,895,718ms ID:000F7EEC Pr:01040000             0 +     1,111,519 F82D4AE926C67D163135204B3B3CBD7A          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_AmbientTension_Full.ogg"
13,895,718ms ID:000F7EED Pr:01040000             0 +     1,647,056 B807475228CB07513E28CCC74BFC2A37          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_SadOminousFull.ogg"
13,895,718ms ID:000F7EEE Pr:01040000             0 +     2,308,147 2C5F7B71785842983961ADDD8D173DFA          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_Inspriational2_Full.ogg"
13,895,718ms ID:000F7EEF Pr:01040000             0 +     1,424,546 166B79ECAD9E29D732993AB6DA1CFB2B          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_GS Terran8.ogg"
13,895,718ms ID:000F7EED Pr:01040000             0 +     1,647,056 B807475228CB07513E28CCC74BFC2A37          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_SadOminousFull.ogg"
13,895,718ms ID:000F7EEE Pr:01040000             0 +     2,308,147 2C5F7B71785842983961ADDD8D173DFA          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_Inspriational2_Full.ogg"
13,895,718ms ID:000F7EEF Pr:01040000             0 +     1,424,546 166B79ECAD9E29D732993AB6DA1CFB2B          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_GS Terran8.ogg"
13,895,718ms ID:000F7EED Pr:01040000             0 +     1,647,056 B807475228CB07513E28CCC74BFC2A37          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_SadOminousFull.ogg"
13,895,718ms ID:000F7EEE Pr:01040000             0 +     2,308,147 2C5F7B71785842983961ADDD8D173DFA          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_Inspriational2_Full.ogg"
13,895,718ms ID:000F7EEF Pr:01040000             0 +     1,424,546 166B79ECAD9E29D732993AB6DA1CFB2B          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_GS Terran8.ogg"
13,895,718ms ID:000F7EF0 Pr:01040000             0 +     1,492,195 92BB5E6F68D896E7992AE81913D19BAA          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_GS_Terran9.ogg"
13,895,718ms ID:000F7EF1 Pr:01040000             0 +     1,127,523 B3D209AD36B08BD0479B0C9B9410BF50          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Terran6.ogg"
13,895,718ms ID:000F7EF2 Pr:01040000             0 +     1,079,691 10B1EC28648153EA6CB7678C403E8E2E          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Terran7_Action.ogg"
13,895,718ms ID:000F7EF3 Pr:01040000             0 +     2,264,095 71CA283FCE7760FBE78E7DA64BD772FA          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Space_Battle_2_FULL.ogg"
13,895,718ms ID:000F7EF4 Pr:01040000             0 +     2,346,861 052FC6C160B3064A69F6B148773785A5          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\The_Rescue_FULL.ogg"
13,895,718ms ID:000F7EF5 Pr:01040000             0 +     1,614,957 6488350FC72A9FA9879DDA865C075FE3          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_CutsceneMoment2.ogg"
13,895,718ms ID:000F7EF0 Pr:01040000             0 +     1,492,195 92BB5E6F68D896E7992AE81913D19BAA          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_GS_Terran9.ogg"
13,895,718ms ID:000F7EF1 Pr:01040000             0 +     1,127,523 B3D209AD36B08BD0479B0C9B9410BF50          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Terran6.ogg"
13,895,718ms ID:000F7EF2 Pr:01040000             0 +     1,079,691 10B1EC28648153EA6CB7678C403E8E2E          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Terran7_Action.ogg"
13,895,718ms ID:000F7EF3 Pr:01040000             0 +     2,264,095 71CA283FCE7760FBE78E7DA64BD772FA          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Space_Battle_2_FULL.ogg"
13,895,718ms ID:000F7EF4 Pr:01040000             0 +     2,346,861 052FC6C160B3064A69F6B148773785A5          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\The_Rescue_FULL.ogg"
13,895,718ms ID:000F7EF5 Pr:01040000             0 +     1,614,957 6488350FC72A9FA9879DDA865C075FE3          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_CutsceneMoment2.ogg"
13,895,718ms ID:000F7EF0 Pr:01040000             0 +     1,492,195 92BB5E6F68D896E7992AE81913D19BAA          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_GS_Terran9.ogg"
